ID,Book-Rating
TEST_000000,2.8872153215157925
TEST_000001,2.5333333333333328
TEST_000002,0.24245689655172417
TEST_000003,0.7490039840637452
TEST_000004,6.105263157894737
TEST_000005,2.8872153215157925
TEST_000006,8.531284102562982e-18
TEST_000007,2.511627906976744
TEST_000008,2.8872153215157925
TEST_000009,4.375
TEST_000010,2.8872153215157925
TEST_000011,3.739130434782608
TEST_000012,2.8872153215157925
TEST_000013,6.894736842105263
TEST_000014,2.8872153215157925
TEST_000015,2.8872153215157925
TEST_000016,7.040000000000001
TEST_000017,2.8872153215157925
TEST_000018,2.8872153215157925
TEST_000019,0.42580645161290315
TEST_000020,2.8872153215157925
TEST_000021,2.8872153215157925
TEST_000022,2.8872153215157925
TEST_000023,3.8571428571428563
TEST_000024,2.8872153215157925
TEST_000025,8.0
TEST_000026,0.9194847020933973
TEST_000027,2.8872153215157925
TEST_000028,0.24245689655172417
TEST_000029,2.8872153215157925
TEST_000030,2.8872153215157925
TEST_000031,4.590909090909092
TEST_000032,2.8872153215157925
TEST_000033,0.5814814814814815
TEST_000034,2.8872153215157925
TEST_000035,2.8872153215157925
TEST_000036,2.8872153215157925
TEST_000037,3.818181818181819
TEST_000038,2.8872153215157925
TEST_000039,8.734200072228242
TEST_000040,2.8872153215157925
TEST_000041,2.8051948051948044
TEST_000042,2.8872153215157925
TEST_000043,2.8872153215157925
TEST_000044,4.333333333333333
TEST_000045,3.6666666666666665
TEST_000046,2.833659491193738
TEST_000047,2.8872153215157925
TEST_000048,2.8872153215157925
TEST_000049,2.8872153215157925
TEST_000050,2.8872153215157925
TEST_000051,3.2446043165467624
TEST_000052,3.654545454545455
TEST_000053,2.8872153215157925
TEST_000054,2.0702247191011236
TEST_000055,2.8872153215157925
TEST_000056,2.8872153215157925
TEST_000057,2.8872153215157925
TEST_000058,2.8872153215157925
TEST_000059,0.749003984063745
TEST_000060,2.8872153215157925
TEST_000061,1.2619047619047619
TEST_000062,3.287293155314477e-17
TEST_000063,1.8586387434554978
TEST_000064,2.8872153215157925
TEST_000065,2.9491525423728815
TEST_000066,2.8872153215157925
TEST_000067,2.8872153215157925
TEST_000068,2.8872153215157925
TEST_000069,0.12903225806451618
TEST_000070,0.2878048780487804
TEST_000071,1.457564575645757
TEST_000072,2.0162162162162156
TEST_000073,2.8872153215157925
TEST_000074,3.914285714285714
TEST_000075,2.8872153215157925
TEST_000076,5.455
TEST_000077,2.8872153215157925
TEST_000078,2.8872153215157925
TEST_000079,0.52882703777336
TEST_000080,2.8872153215157925
TEST_000081,2.8872153215157925
TEST_000082,0.3620689655172415
TEST_000083,1.5677419354838709
TEST_000084,2.8872153215157925
TEST_000085,9.0
TEST_000086,3.1403508771929816
TEST_000087,2.8872153215157925
TEST_000088,3.6545454545454565
TEST_000089,2.8872153215157925
TEST_000090,0.46023329798515367
TEST_000091,4.266666666666667
TEST_000092,7.870748299319728
TEST_000093,0.6656217345872516
TEST_000094,2.8872153215157925
TEST_000095,2.8872153215157925
TEST_000096,2.8872153215157925
TEST_000097,2.1299999999999994
TEST_000098,2.8872153215157925
TEST_000099,2.8872153215157925
TEST_000100,3.611111111111111
TEST_000101,1.7763568394002505e-15
TEST_000102,2.3333333333333335
TEST_000103,1.1102230246251565e-16
TEST_000104,1.361904761904762
TEST_000105,2.2941176470588234
TEST_000106,2.8872153215157925
TEST_000107,0.13726221559119742
TEST_000108,2.8872153215157925
TEST_000109,2.8872153215157925
TEST_000110,1.1327433628318584
TEST_000111,1.5293233082706765
TEST_000112,2.8872153215157925
TEST_000113,2.8872153215157925
TEST_000114,4.666666666666667
TEST_000115,1.2619047619047619
TEST_000116,2.789029535864979
TEST_000117,1.3931034482758622
TEST_000118,2.837209302325583
TEST_000119,2.5849056603773586
TEST_000120,0.5288270377733582
TEST_000121,0.512578616352201
TEST_000122,2.8872153215157925
TEST_000123,4.009677419354837
TEST_000124,0.9194847020933979
TEST_000125,2.8872153215157925
TEST_000126,2.8872153215157925
TEST_000127,2.8872153215157925
TEST_000128,2.8872153215157925
TEST_000129,2.8872153215157925
TEST_000130,2.8872153215157925
TEST_000131,2.8872153215157925
TEST_000132,2.8872153215157925
TEST_000133,2.8872153215157925
TEST_000134,2.8872153215157925
TEST_000135,5.950920245398774
TEST_000136,2.8872153215157925
TEST_000137,2.8872153215157925
